dataset_id,date,value,sector,location
209,2024-07-27,632.1,commercial,Georgia
210,2024-07-28,359.9,residential,Illinois
211,2024-07-29,825.0,industrial,Texas
212,2024-07-30,655.2,commercial,Florida
213,2024-07-31,409.4,residential,Illinois
214,2024-08-01,327.7,residential,Florida
215,2024-08-02,946.0,industrial,Texas
216,2024-08-03,924.1,industrial,Illinois
217,2024-08-04,322.9,residential,Texas
218,2024-08-05,891.3,industrial,Florida
219,2024-08-06,626.2,commercial,Illinois
220,2024-08-07,764.3,commercial,Georgia
221,2024-08-08,374.9,residential,Illinois
222,2024-08-09,674.3,commercial,Illinois
223,2024-08-10,300.2,residential,Ohio
224,2024-08-11,702.9,commercial,Florida
225,2024-08-12,499.7,residential,Florida
226,2024-08-13,639.1,commercial,New York
227,2024-08-14,914.0,industrial,New York
228,2024-08-15,828.2,industrial,Texas
229,2024-08-16,688.3,commercial,Ohio
230,2024-08-17,569.9,commercial,Georgia
231,2024-08-18,360.2,residential,Illinois
232,2024-08-19,421.0,residential,Florida
233,2024-08-20,753.0,commercial,New York
234,2024-08-21,873.3,industrial,Texas
235,2024-08-22,348.4,residential,Texas
236,2024-08-23,615.3,commercial,Georgia
237,2024-08-24,866.0,industrial,Illinois
238,2024-08-25,391.8,residential,New York
239,2024-08-26,430.1,residential,Florida
240,2024-08-27,386.5,residential,California
241,2024-08-28,400.9,residential,Ohio
242,2024-08-29,909.8,industrial,Ohio
243,2024-08-30,371.1,residential,Florida
244,2024-08-31,402.2,residential,New York
245,2024-09-01,921.0,industrial,Florida
246,2024-09-02,692.0,commercial,California
247,2024-09-03,713.9,industrial,Texas
248,2024-09-04,919.4,industrial,Illinois
249,2024-09-05,872.4,industrial,Florida
250,2024-09-06,575.1,commercial,Florida
251,2024-09-07,351.7,residential,Texas
252,2024-09-08,319.1,residential,Illinois
253,2024-09-09,369.3,residential,California
254,2024-09-10,586.6,commercial,Florida
255,2024-09-11,332.3,residential,Ohio
256,2024-09-12,620.1,commercial,Ohio
257,2024-09-13,839.9,industrial,California
258,2024-09-14,418.0,residential,California
259,2024-09-15,342.1,residential,Georgia
260,2024-09-16,916.7,industrial,New York
261,2024-09-17,356.4,residential,Florida
262,2024-09-18,360.3,residential,Florida
263,2024-09-19,375.7,residential,New York
264,2024-09-20,572.9,commercial,New York
265,2024-09-21,945.8,industrial,Georgia
266,2024-09-22,428.0,residential,Ohio
267,2024-09-23,698.6,commercial,Georgia
268,2024-09-24,662.5,commercial,New York
269,2024-09-25,655.0,commercial,Ohio
270,2024-09-26,916.1,industrial,Georgia
271,2024-09-27,418.7,residential,Georgia
272,2024-09-28,859.5,industrial,California
273,2024-09-29,915.2,industrial,California
274,2024-09-30,565.9,commercial,Illinois
275,2024-10-01,477.7,residential,Georgia
276,2024-10-02,855.7,industrial,Texas
277,2024-10-03,393.2,residential,California
278,2024-10-04,918.3,industrial,Illinois
279,2024-10-05,323.7,residential,Illinois
280,2024-10-06,424.4,residential,Florida
281,2024-10-07,377.8,residential,Illinois
282,2024-10-08,410.0,residential,New York
283,2024-10-09,381.7,residential,Florida
284,2024-10-10,923.6,industrial,New York
285,2024-10-11,388.9,residential,California
286,2024-10-12,816.1,industrial,Georgia
287,2024-10-13,698.8,commercial,Florida
288,2024-10-14,879.2,industrial,Florida
289,2024-10-15,411.2,residential,Texas
290,2024-10-16,892.2,industrial,Florida
291,2024-10-17,692.4,commercial,Texas
292,2024-10-18,640.6,commercial,New York
293,2024-10-19,408.5,residential,Texas
294,2024-10-20,1071.9,industrial,Florida
295,2024-10-21,392.3,residential,Florida
296,2024-10-22,846.1,industrial,California
297,2024-10-23,903.2,industrial,Georgia
298,2024-10-24,808.8,industrial,Florida
299,2024-10-25,415.5,residential,Texas
300,2024-10-26,682.3,commercial,Ohio
301,2024-10-27,431.1,residential,Illinois
302,2024-10-28,610.3,commercial,Florida
303,2024-10-29,292.8,residential,Ohio
304,2024-10-30,884.0,industrial,Texas
305,2024-10-31,995.6,industrial,Florida
306,2024-11-01,600.1,commercial,Texas
307,2024-11-02,643.1,commercial,Illinois
308,2024-11-03,577.2,commercial,New York
309,2024-11-04,628.6,commercial,California
310,2024-11-05,327.0,residential,Florida
311,2024-11-06,360.5,residential,California
312,2024-11-07,785.3,commercial,Texas
313,2024-11-08,959.8,industrial,New York
314,2024-11-09,381.8,residential,Ohio
315,2024-11-10,924.8,industrial,Georgia
316,2024-11-11,623.0,commercial,New York
317,2024-11-12,663.3,commercial,Illinois
318,2024-11-13,570.1,commercial,Texas
319,2024-11-14,637.6,commercial,Ohio
320,2024-11-15,892.6,industrial,Ohio
321,2024-11-16,667.8,commercial,New York
322,2024-11-17,604.9,commercial,New York
323,2024-11-18,838.7,industrial,Georgia
324,2024-11-19,692.5,commercial,Illinois
325,2024-11-20,585.6,commercial,Georgia
326,2024-11-21,610.4,commercial,New York
327,2024-11-22,636.5,commercial,Florida
328,2024-11-23,354.9,residential,Illinois
329,2024-11-24,958.8,industrial,California
330,2024-11-25,930.3,industrial,Texas
331,2024-11-26,657.2,commercial,Texas
332,2024-11-27,373.9,residential,Florida
333,2024-11-28,603.6,commercial,Texas
334,2024-11-29,948.5,industrial,California
335,2024-11-30,693.0,commercial,Florida
336,2024-12-01,678.4,commercial,New York
337,2024-12-02,359.2,residential,Florida
338,2024-12-03,396.5,residential,Ohio
339,2024-12-04,910.9,industrial,Texas
340,2024-12-05,764.6,industrial,Texas
341,2024-12-06,918.3,industrial,Texas
342,2024-12-07,671.2,commercial,Florida
343,2024-12-08,704.1,commercial,Georgia
344,2024-12-09,382.8,residential,Georgia
345,2024-12-10,483.7,residential,Texas
346,2024-12-11,952.0,industrial,Illinois
347,2024-12-12,437.2,residential,California
348,2024-12-13,700.8,commercial,Ohio
349,2024-12-14,362.8,residential,Texas
350,2024-12-15,242.3,residential,Florida
351,2024-12-16,389.0,residential,Texas
352,2024-12-17,635.0,commercial,Ohio
353,2024-12-18,881.0,industrial,Illinois
354,2024-12-19,714.9,commercial,Illinois
355,2024-12-20,730.3,commercial,New York
356,2024-12-21,652.4,commercial,Texas
357,2024-12-22,667.4,commercial,New York
358,2024-12-23,389.9,residential,Texas
359,2024-12-24,952.8,industrial,Illinois
360,2024-12-25,365.7,residential,Georgia
361,2024-12-26,752.4,commercial,Georgia
362,2024-12-27,598.0,commercial,New York
363,2024-12-28,692.4,commercial,California
364,2024-12-29,649.9,commercial,Texas
365,2024-12-30,346.8,residential,Texas
366,2024-01-01,332.8,residential,Ohio
367,2024-01-02,724.4,industrial,Georgia
368,2024-01-03,879.5,industrial,Texas
369,2024-01-04,921.9,industrial,Georgia
370,2024-01-05,950.0,industrial,Illinois
371,2024-01-06,301.8,residential,Ohio
372,2024-01-07,657.4,commercial,Ohio
373,2024-01-08,610.3,commercial,Texas
374,2024-01-09,833.2,industrial,California
375,2024-01-10,706.9,commercial,Illinois
376,2024-01-11,414.5,residential,Georgia
377,2024-01-12,336.6,residential,Ohio
378,2024-01-13,653.0,commercial,Florida
379,2024-01-14,571.0,commercial,Ohio
380,2024-01-15,388.6,residential,Ohio
381,2024-01-16,826.4,industrial,Ohio
382,2024-01-17,761.1,commercial,Georgia
383,2024-01-18,666.7,commercial,California
384,2024-01-19,884.9,industrial,New York
385,2024-01-20,856.6,industrial,Ohio
386,2024-01-21,380.2,residential,Florida
387,2024-01-22,876.1,industrial,Ohio
388,2024-01-23,848.5,industrial,Ohio
389,2024-01-24,856.2,industrial,California
390,2024-01-25,651.8,commercial,California
391,2024-01-26,551.4,residential,New York
392,2024-01-27,702.1,commercial,Ohio
393,2024-01-28,410.8,residential,California
394,2024-01-29,660.4,commercial,Ohio
395,2024-01-30,857.7,industrial,Illinois
396,2024-01-31,420.4,residential,New York
397,2024-02-01,825.8,industrial,Texas
398,2024-02-02,803.5,industrial,Illinois
399,2024-02-03,416.4,residential,Ohio
400,2024-02-04,1025.8,industrial,Florida
401,2024-02-05,357.9,residential,California
402,2024-02-06,609.6,commercial,New York
403,2024-02-07,451.7,residential,Georgia
404,2024-02-08,632.6,commercial,Georgia
405,2024-02-09,406.2,residential,Ohio
406,2024-02-10,869.2,industrial,California
407,2024-02-11,633.4,commercial,New York
408,2024-02-12,405.9,residential,Florida
409,2024-02-13,400.9,residential,Georgia
410,2024-02-14,428.4,residential,California
411,2024-02-15,426.9,residential,Ohio
412,2024-02-16,652.6,commercial,Texas
413,2024-02-17,642.9,commercial,Illinois
414,2024-02-18,608.3,commercial,Ohio
415,2024-02-19,382.3,residential,Florida
416,2024-02-20,645.9,commercial,Texas
417,2024-02-21,786.7,commercial,Texas
418,2024-02-22,968.4,industrial,California
419,2024-02-23,863.3,industrial,Florida
420,2024-02-24,643.1,commercial,New York
421,2024-02-25,938.5,industrial,New York
422,2024-02-26,426.2,residential,Florida
423,2024-02-27,625.3,commercial,Illinois
424,2024-02-28,845.7,industrial,Georgia
425,2024-02-29,384.6,residential,Florida
426,2024-03-01,373.3,residential,California
427,2024-03-02,941.0,industrial,Ohio
428,2024-03-03,561.0,commercial,New York
429,2024-03-04,417.1,residential,Illinois
430,2024-03-05,593.4,commercial,Texas
431,2024-03-06,453.7,residential,Florida
432,2024-03-07,877.4,industrial,California
433,2024-03-08,348.4,residential,Florida
434,2024-03-09,606.4,commercial,California
435,2024-03-10,510.6,residential,California
436,2024-03-11,324.2,residential,California
437,2024-03-12,362.9,residential,New York
438,2024-03-13,408.1,residential,Ohio
439,2024-03-14,628.2,commercial,New York
440,2024-03-15,369.9,residential,Georgia
441,2024-03-16,597.4,commercial,California
442,2024-03-17,898.8,industrial,New York
443,2024-03-18,871.2,industrial,Florida
444,2024-03-19,822.1,industrial,Illinois
445,2024-03-20,345.0,residential,California
446,2024-03-21,643.1,commercial,Georgia
447,2024-03-22,624.1,commercial,California
448,2024-03-23,421.8,residential,Georgia
449,2024-03-24,490.5,residential,Ohio
450,2024-03-25,534.4,residential,Georgia
451,2024-03-26,449.9,residential,Texas
452,2024-03-27,802.0,industrial,Texas
453,2024-03-28,573.7,commercial,Texas
454,2024-03-29,573.0,commercial,California
455,2024-03-30,305.6,residential,New York
456,2024-03-31,382.2,residential,Texas
457,2024-04-01,533.9,residential,Illinois
458,2024-04-02,652.6,commercial,Florida
459,2024-04-03,583.4,commercial,Georgia
460,2024-04-04,861.2,industrial,California
461,2024-04-05,907.7,industrial,Texas
462,2024-04-06,443.8,residential,Florida
463,2024-04-07,463.6,residential,Florida
464,2024-04-08,773.7,industrial,New York
465,2024-04-09,945.9,industrial,Texas
466,2024-04-10,483.9,residential,New York
467,2024-04-11,881.3,industrial,Florida
468,2024-04-12,345.4,residential,Texas
469,2024-04-13,897.4,industrial,Illinois
470,2024-04-14,832.4,industrial,California
471,2024-04-15,720.5,commercial,California
472,2024-04-16,524.6,residential,Georgia
473,2024-04-17,656.0,commercial,California
474,2024-04-18,651.5,commercial,Texas
475,2024-04-19,862.2,industrial,Texas
476,2024-04-20,383.1,residential,Illinois
477,2024-04-21,845.4,industrial,Illinois
478,2024-04-22,947.2,industrial,Georgia
479,2024-04-23,354.6,residential,Ohio
480,2024-04-24,587.2,commercial,Texas
481,2024-04-25,658.7,commercial,New York
482,2024-04-26,896.3,industrial,Ohio
483,2024-04-27,926.9,industrial,Georgia
484,2024-04-28,582.8,commercial,Illinois
485,2024-04-29,442.0,residential,Illinois
486,2024-04-30,940.9,industrial,Florida
487,2024-05-01,606.4,commercial,New York
488,2024-05-02,967.3,industrial,Texas
489,2024-05-03,317.6,residential,New York
490,2024-05-04,608.9,commercial,California
491,2024-05-05,369.0,residential,Texas
492,2024-05-06,730.6,commercial,California
493,2024-05-07,613.7,commercial,Ohio
494,2024-05-08,523.2,residential,California
495,2024-05-09,819.5,industrial,California
496,2024-05-10,296.9,residential,Georgia
497,2024-05-11,894.5,industrial,Florida
498,2024-05-12,437.4,residential,Florida
499,2024-05-13,390.3,residential,Illinois
500,2024-05-14,497.5,residential,California
501,2024-05-15,282.5,residential,Georgia
502,2024-05-16,1037.3,industrial,Texas
503,2024-05-17,341.7,residential,Florida
504,2024-05-18,865.9,industrial,Georgia
505,2024-05-19,401.8,residential,Illinois
506,2024-05-20,884.0,industrial,Georgia
507,2024-05-21,908.9,industrial,Georgia
508,2024-05-22,434.2,residential,Texas
509,2024-05-23,886.8,industrial,Texas
510,2024-05-24,665.9,commercial,Illinois
511,2024-05-25,810.9,industrial,Ohio
512,2024-05-26,713.4,commercial,New York
513,2024-05-27,290.3,residential,Georgia
514,2024-05-28,445.2,residential,Illinois
515,2024-05-29,622.8,commercial,Georgia
516,2024-05-30,664.1,commercial,Ohio
517,2024-05-31,759.1,industrial,Texas
518,2024-06-01,847.6,industrial,Georgia
519,2024-06-02,394.2,residential,Texas
520,2024-06-03,483.5,residential,New York
521,2024-06-04,358.2,residential,Florida
522,2024-06-05,972.4,industrial,Texas
523,2024-06-06,451.3,residential,Georgia
524,2024-06-07,727.9,commercial,Texas
525,2024-06-08,744.1,commercial,Texas
526,2024-06-09,376.1,residential,Florida
527,2024-06-10,638.0,commercial,Ohio
528,2024-06-11,647.0,commercial,Georgia
529,2024-06-12,344.0,residential,New York
530,2024-06-13,825.7,industrial,Texas
531,2024-06-14,925.2,industrial,Florida
532,2024-06-15,615.2,commercial,Texas
533,2024-06-16,891.7,industrial,New York
534,2024-06-17,675.2,commercial,Ohio
535,2024-06-18,916.6,industrial,Ohio
536,2024-06-19,845.2,industrial,Georgia
537,2024-06-20,751.0,commercial,New York
538,2024-06-21,724.4,industrial,Illinois
539,2024-06-22,610.6,commercial,Georgia
540,2024-06-23,991.1,industrial,Georgia
541,2024-06-24,923.9,industrial,California
542,2024-06-25,236.7,residential,New York
543,2024-06-26,850.6,industrial,Ohio
544,2024-06-27,504.6,residential,Ohio
545,2024-06-28,392.1,residential,Texas
546,2024-06-29,387.9,residential,Texas
547,2024-06-30,450.6,residential,Florida
548,2024-07-01,338.8,residential,New York
549,2024-07-02,892.3,industrial,Illinois
550,2024-07-03,658.3,commercial,New York
551,2024-07-04,769.6,industrial,California
552,2024-07-05,308.1,residential,Texas
553,2024-07-06,591.9,commercial,Illinois
554,2024-07-07,638.1,commercial,New York
555,2024-07-08,638.3,commercial,Illinois
556,2024-07-09,812.0,industrial,Georgia
557,2024-07-10,420.1,residential,Florida
558,2024-07-11,856.4,industrial,New York
559,2024-07-12,975.1,industrial,New York
560,2024-07-13,796.6,commercial,California
561,2024-07-14,921.4,industrial,Texas
562,2024-07-15,645.0,commercial,Texas
563,2024-07-16,346.1,residential,Ohio
564,2024-07-17,675.9,commercial,Georgia
565,2024-07-18,507.4,residential,Texas
566,2024-07-19,566.5,commercial,Georgia
567,2024-07-20,817.4,commercial,Illinois
568,2024-07-21,902.9,industrial,New York
569,2024-07-22,614.5,commercial,Ohio
570,2024-07-23,624.0,commercial,New York
571,2024-07-24,305.3,residential,Ohio
572,2024-07-25,913.1,industrial,Florida
573,2024-07-26,350.1,residential,Georgia
574,2024-07-27,910.4,industrial,Texas
575,2024-07-28,382.7,residential,Georgia
576,2024-07-29,389.4,residential,Florida
577,2024-07-30,819.9,industrial,Illinois
578,2024-07-31,414.1,residential,California
579,2024-08-01,902.3,industrial,Ohio
580,2024-08-02,553.2,commercial,Illinois
581,2024-08-03,818.0,industrial,Florida
582,2024-08-04,591.2,commercial,Illinois
583,2024-08-05,655.9,commercial,New York
584,2024-08-06,638.2,commercial,Florida
585,2024-08-07,509.3,commercial,Texas
586,2024-08-08,224.5,residential,Ohio
587,2024-08-09,402.6,residential,New York
588,2024-08-10,1021.2,industrial,Florida
589,2024-08-11,633.2,commercial,Illinois
590,2024-08-12,774.4,commercial,Illinois
591,2024-08-13,566.7,commercial,New York
592,2024-08-14,825.6,industrial,Ohio
593,2024-08-15,333.6,residential,Florida
594,2024-08-16,345.9,residential,Ohio
595,2024-08-17,825.1,commercial,New York
596,2024-08-18,862.1,industrial,New York
597,2024-08-19,607.2,commercial,Illinois
598,2024-08-20,424.3,residential,Georgia
599,2024-08-21,436.8,residential,Illinois
600,2024-08-22,326.7,residential,Florida
601,2024-08-23,391.5,residential,Florida
602,2024-08-24,865.9,industrial,California
603,2024-08-25,888.1,industrial,California
604,2024-08-26,924.1,industrial,New York
605,2024-08-27,992.8,industrial,Texas
606,2024-08-28,525.4,residential,Ohio
607,2024-08-29,574.9,commercial,California
608,2024-08-30,884.5,industrial,Illinois
609,2024-08-31,457.5,residential,Illinois
610,2024-09-01,676.9,commercial,Florida
611,2024-09-02,455.7,residential,Georgia
612,2024-09-03,842.6,industrial,New York
613,2024-09-04,679.9,commercial,Georgia
614,2024-09-05,648.7,commercial,Florida
615,2024-09-06,935.1,industrial,Illinois
616,2024-09-07,370.6,residential,Georgia
617,2024-09-08,698.7,commercial,New York
618,2024-09-09,697.2,commercial,Georgia
619,2024-09-10,666.8,commercial,California
620,2024-09-11,701.9,commercial,Georgia
621,2024-09-12,853.7,industrial,Texas
622,2024-09-13,584.5,commercial,New York
623,2024-09-14,442.0,residential,Illinois
624,2024-09-15,929.2,industrial,Georgia
625,2024-09-16,326.2,residential,Texas
626,2024-09-17,993.9,industrial,Ohio
627,2024-09-18,431.0,residential,Florida
628,2024-09-19,854.2,industrial,Texas
629,2024-09-20,602.4,commercial,New York
630,2024-09-21,709.1,commercial,Florida
631,2024-09-22,482.8,residential,Ohio
632,2024-09-23,387.1,residential,California
633,2024-09-24,690.9,commercial,New York
634,2024-09-25,865.2,industrial,Georgia
635,2024-09-26,367.5,residential,Ohio
636,2024-09-27,953.6,industrial,New York
637,2024-09-28,400.8,residential,Ohio
638,2024-09-29,733.3,commercial,New York
639,2024-09-30,334.5,residential,Georgia
640,2024-10-01,875.4,industrial,Florida
641,2024-10-02,413.6,residential,Illinois
642,2024-10-03,672.4,commercial,California
643,2024-10-04,887.3,industrial,California
644,2024-10-05,382.2,residential,Texas
645,2024-10-06,858.2,industrial,New York
646,2024-10-07,383.7,residential,Texas
647,2024-10-08,479.9,residential,New York
648,2024-10-09,590.9,commercial,California
649,2024-10-10,937.9,industrial,Florida
650,2024-10-11,653.1,commercial,Georgia
651,2024-10-12,599.8,commercial,Ohio
652,2024-10-13,400.7,residential,California
653,2024-10-14,384.4,residential,New York
654,2024-10-15,700.9,commercial,Ohio
655,2024-10-16,700.0,commercial,Texas
656,2024-10-17,894.4,industrial,Georgia
657,2024-10-18,400.5,residential,New York
658,2024-10-19,910.1,industrial,New York
659,2024-10-20,980.2,industrial,Illinois
660,2024-10-21,935.4,industrial,New York
661,2024-10-22,687.2,commercial,Ohio
662,2024-10-23,988.5,industrial,Illinois
663,2024-10-24,557.3,commercial,Illinois
664,2024-10-25,645.2,commercial,Texas
665,2024-10-26,998.6,industrial,Texas
666,2024-10-27,431.0,residential,Ohio
667,2024-10-28,453.5,residential,Florida
668,2024-10-29,727.7,commercial,Illinois
669,2024-10-30,469.5,residential,Illinois
670,2024-10-31,601.2,commercial,California
671,2024-11-01,368.6,residential,Georgia
672,2024-11-02,677.9,commercial,Illinois
673,2024-11-03,986.0,industrial,Illinois
674,2024-11-04,887.4,industrial,New York
675,2024-11-05,373.7,residential,New York
